kota,lokasi,luas_lahan,luas_bangunan,kamar_tidur,kamar_mandi,keamanan_24jam,taman_bermain_anak,harga
Jakarta Utara,"Kelapa Gading, Jakarta Utara",102,100,4,2,Tidak,Tidak,2750000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",211,110,3,2,Tidak,Tidak,2350000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",60,68,3,2,Ada,Tidak,799000000.0
Jakarta Timur,"Jati Asih Kota Bekasi                                        Pulo Gadung, Jakarta Timur",60,37,2,2,Ada,Tidak,525000000.0
Jakarta Utara,"Kelapa Gading, Jakarta Utara",689,1500,9,8,Ada,Ada,29500000000.0
Jakarta Timur,Jakarta Timur,63,77,3,3,Tidak,Tidak,1581920000.0
Jakarta Utara,"Pademangan Timur, Jakarta Utara",84,260,3,3,Ada,Tidak,2000000000.0
Jakarta Barat,"Meruya, Jakarta Barat",75,110,3,2,Tidak,Tidak,1850000000.0
Jakarta Timur,"Cililitan, Jakarta Timur",68,68,3,2,Ada,Tidak,799000000.0
Jakarta Timur,"Cijantung, Jakarta Timur",68,68,3,2,Ada,Tidak,799000000.0
Jakarta Utara,"Warakas, Jakarta Utara",30,52,3,1,Ada,Tidak,889000000.0
Jakarta Utara,"Pademangan Timur, Jakarta Utara",30,60,2,2,Ada,Tidak,1200000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",132,170,4,4,Tidak,Tidak,30500000000.0
Jakarta Selatan,"Patal Senayan                                        Senayan, Jakarta Selatan",616,300,5,5,Tidak,Tidak,38000000000.0
Jakarta Barat,"Puri Indah, Jakarta Barat",555,600,5,4,Tidak,Tidak,19600000000.0
Jakarta Barat,"Jalan BB No 1 Sukabumi Selatan                                        Kebon Jeruk, Jakarta Barat",1042,900,4,4,Tidak,Tidak,7500000000.0
Jakarta Selatan,"Jalan Dwijaya Raya                                        Gandaria, Jakarta Selatan",1508,700,4,4,Tidak,Tidak,19500000000.0
Jakarta Barat,"Jalan Bazoka Raya                                        Joglo, Jakarta Barat",179,200,3,3,Tidak,Tidak,2600000000.0
Jakarta Selatan,"21                                        Jagakarsa, Jakarta Selatan",176,180,5,5,Ada,Ada,3500000000.0
Jakarta Selatan,"Jalan Pangeran Antasari, Jakarta Selatan 12730, Indonesia                                        Mampang Prapatan, Jakarta Selatan",436,300,5,5,Tidak,Tidak,12500000000.0
Jakarta Barat,"The Pasadena, Jakarta Barat 11730, Indonesia                                        Cengkareng Timur, Jakarta Barat",52,52,2,2,Ada,Tidak,1350000000.0
Jakarta Selatan,"Pondok Indah, Jakarta Selatan",643,800,4,3,Tidak,Tidak,17500000000.0
Jakarta Selatan,"Pondok Pinang, Jakarta Selatan",455,600,7,7,Tidak,Tidak,6800000000.0
Jakarta Barat,"Jalan Prisma Raya                                        Kebon Jeruk, Jakarta Barat",216,200,4,4,Tidak,Tidak,2800000000.0
Jakarta Barat,"Jalan Pilar                                        Kedoya, Jakarta Barat",423,600,4,4,Tidak,Tidak,6100000000.0
Jakarta Pusat,"Jalan Kramat Pulo, Jakarta Pusat 10450, Indonesia                                        Senen, Jakarta Pusat",35,70,2,2,Ada,Tidak,770000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",285,350,4,3,Tidak,Tidak,4400000000.0
Jakarta Utara,"Penjaringan, Jakarta Utara",171,230,4,4,Tidak,Tidak,4200000000.0
Jakarta Timur,"Pangkalan Jat III                                        Cipinang, Jakarta Timur",259,200,5,5,Tidak,Tidak,2800000000.0
Jakarta Barat,"Meruya Utara Kel., Kembangan, Jakarta Barat, JABODETABEK, Indonesia                                        Meruya, Jakarta Barat",92,147,3,3,Tidak,Tidak,2500000000.0
Jakarta Timur,"Ciracas, Jakarta Timur",60,68,3,2,Ada,Tidak,799000000.0
Jakarta Timur,"Ciracas, Jakarta Timur",60,68,3,2,Ada,Tidak,799000000.0
Jakarta Utara,"Sunter, Jakarta Utara",90,120,3,3,Tidak,Tidak,1800000000.0
Jakarta Selatan,"Jalan Kalibata Selatan, Jakarta Selatan 12740, Indonesia                                        Kalibata, Jakarta Selatan",417,400,3,3,Tidak,Tidak,9000000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",197,565,6,6,Ada,Tidak,8500000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",105,220,5,5,Ada,Tidak,3700000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",124,200,4,4,Ada,Tidak,2975000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",75,150,4,4,Tidak,Tidak,2150000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",75,150,4,4,Tidak,Tidak,2150000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",200,250,5,5,Ada,Ada,4950000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",85,200,4,4,Tidak,Tidak,2500000000.0
Jakarta Selatan,"Jalan Kavling POLRI Cilandak Ragunan Jakarta Selatan                                        Cilandak, Jakarta Selatan",958,425,5,5,Tidak,Tidak,15000000000.0
Jakarta Selatan,"Ragunan, Jakarta Selatan",124,225,5,5,Ada,Tidak,3850000000.0
Jakarta Utara,"JL. PLUIT PUTRA KENCANA NO. 33 PLUIT, JAKARTA UTARA                                        Pluit, Jakarta Utara",350,600,7,1,Ada,Tidak,9000000000.0
Jakarta Timur,"jalan Manunggal II                                        Ciracas, Jakarta Timur",55,72,3,3,Tidak,Tidak,866000000.0
Jakarta Timur,"Jl. Jend. A. Yani, Jakarta Timur                                        Pisangan Timur, Jakarta Timur",324,140,7,3,Tidak,Tidak,6000000000.0
Jakarta Selatan,Jakarta Selatan,1380,1000,8,8,Ada,Ada,100000000000.0
Jakarta Selatan,"Cipete Selatan                                        Cilandak, Jakarta Selatan",275,420,5,6,Tidak,Tidak,9000000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",192,295,5,5,Tidak,Tidak,4800000000.0
Jakarta Selatan,"Cipete, Jakarta Selatan",400,500,4,5,Ada,Tidak,17000000000.0
Jakarta Pusat,"Menteng, Jakarta Pusat",494,494,10,9,Tidak,Tidak,38000000000.0
Jakarta Selatan,Jakarta Selatan,212,250,5,3,Tidak,Tidak,2600000000.0
Jakarta Selatan,"Mampang Prapatan, Jakarta Selatan",247,607,6,6,Tidak,Tidak,11250000000.0
Jakarta Barat,"Gili sampeng                                        Kebon Jeruk, Jakarta Barat",423,350,5,5,Ada,Ada,7500000000.0
Jakarta Selatan,"Pondok Indah, Jakarta Selatan",430,998,4,4,Ada,Ada,26000000000.0
Jakarta Selatan,"Jalan Mampang Prapatan, Jakarta Selatan 12760, Indonesia                                        Mampang Prapatan, Jakarta Selatan",46,129,3,3,Ada,Tidak,1400000000.0
Jakarta Selatan,"Komplek Benteng Garuda Jl. Kalibata Selatan II                                        Kalibata, Jakarta Selatan",210,400,5,5,Tidak,Tidak,6500000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",85,200,5,5,Tidak,Tidak,2500000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",64,100,3,3,Tidak,Tidak,1600000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",150,150,3,3,Tidak,Tidak,900000000.0
Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",320,450,7,4,Tidak,Tidak,3500000000.0
Jakarta Selatan,Jakarta Selatan,410,580,5,5,Tidak,Tidak,22000000000.0
Jakarta Timur,Jakarta Timur,200,350,5,4,Tidak,Tidak,3750000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",107,240,4,4,Tidak,Tidak,3300000000.0
Jakarta Timur,"Kampung Rambutan, Jakarta Timur",106,36,2,2,Ada,Ada,300000000.0
Jakarta Selatan,"Kesehatan                                        Bintaro, Jakarta Selatan",420,180,6,4,Tidak,Tidak,5800000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",83,200,4,4,Ada,Tidak,2550000000.0
Jakarta Selatan,"Melawai, Jakarta Selatan",164,36,2,2,Ada,Ada,300000000.0
Jakarta Pusat,"Petojo Selatan, Jakarta Pusat",248,350,6,7,Tidak,Tidak,10500000000.0
Jakarta Timur,"Munjul, Jakarta Timur",108,60,2,2,Tidak,Tidak,535000000.0
Jakarta Timur,"Ciracas, Jakarta Timur",30,30,2,1,Tidak,Tidak,170000000.0
Jakarta Selatan,"Simprug XVI                                        Kebayoran Baru, Jakarta Selatan",1000,1000,5,5,Tidak,Tidak,72000000000.0
Jakarta Selatan,"Casablanca, Jakarta Selatan",50,55,3,3,Ada,Tidak,335000000.0
Jakarta Barat,"puri jakbar                                        Semanan, Jakarta Barat",50,53,3,3,Ada,Ada,1300000000.0
Jakarta Utara,Jakarta Utara,60,91,3,3,Ada,Tidak,1750000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",45,62,2,2,Tidak,Tidak,1300000000.0
Jakarta Timur,"Kota Wisata, Jakarta Timur",162,300,5,4,Ada,Ada,2000000000.0
Jakarta Selatan,Jakarta Selatan,713,651,5,3,Tidak,Tidak,30000000000.0
Jakarta Barat,"Jalan Kebon Jeruk Baru Blok A10                                        Kebon Jeruk, Jakarta Barat",150,200,3,3,Tidak,Tidak,2400000000.0
Jakarta Barat,"Meruya, Jakarta Barat",423,800,4,4,Tidak,Tidak,5200000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",526,465,4,3,Tidak,Tidak,25000000000.0
Jakarta Timur,"Ciracas, Jakarta Timur",60,74,3,2,Tidak,Tidak,799000000.0
Jakarta Timur,"Ciracas, Jakarta Timur",60,68,3,2,Ada,Tidak,799000000.0
Jakarta Timur,"Ciracas, Jakarta Timur",60,68,3,2,Ada,Tidak,799000000.0
Jakarta Timur,"Ciracas, Jakarta Timur",60,68,3,2,Ada,Tidak,799000000.0
Jakarta Pusat,"Senen, Jakarta Pusat",41,60,3,3,Tidak,Tidak,932000000.0
Jakarta Timur,"Cipinang, Jakarta Timur",36,65,2,2,Tidak,Tidak,1040000000.0
Jakarta Timur,"Ciracas, Jakarta Timur",68,68,3,2,Ada,Tidak,799000000.0
Jakarta Timur,Jakarta Timur,68,68,3,2,Ada,Tidak,799000000.0
Jakarta Timur,"Jalan Kavling Marinir, Jakarta Timur, Indonesia                                        Duren Sawit, Jakarta Timur",90,150,4,4,Ada,Tidak,2300000000.0
Jakarta Selatan,"Kranggan, Jatisampurna ( Cibubur )                                        Tebet, Jakarta Selatan",90,80,3,3,Ada,Tidak,1261000000.0
Jakarta Timur,"Kranggan, Jatisampurna ( Cibubur )                                        Makasar, Jakarta Timur",90,80,3,3,Ada,Tidak,1261000000.0
Jakarta Pusat,"Kranggan, Jatisampurna ( Cibubur )                                        Kemayoran, Jakarta Pusat",90,80,3,3,Ada,Tidak,1261000000.0
Jakarta Pusat,"Jln Raya Parpostel                                        Cempaka Putih, Jakarta Pusat",78,48,2,2,Ada,Tidak,504000000.0
Jakarta Timur,"Jln Raya Parpostel                                        Cipayung, Jakarta Timur",78,48,2,2,Ada,Tidak,504000000.0
Jakarta Utara,"Sunter, Jakarta Utara",300,500,7,7,Ada,Tidak,9500000000.0
Jakarta Utara,"Sunter, Jakarta Utara",96,234,5,5,Ada,Tidak,2900000000.0
Jakarta Timur,Duren Sawit Jakarta timur                                        Jakarta Timur,92,145,4,4,Ada,Tidak,2300000000.0
Jakarta Timur,"Duren Sawit Jakarta timur                                        Pulo Gadung, Jakarta Timur",92,145,4,4,Ada,Tidak,2300000000.0
Jakarta Timur,Jakarta Timur,68,68,3,2,Ada,Tidak,799000000.0
Jakarta Barat,"Jelambar, Jakarta Barat",70,190,4,4,Tidak,Tidak,2300000000.0
Jakarta Utara,"Sunter, Jakarta Utara",175,250,4,4,Ada,Tidak,8000000000.0
Jakarta Selatan,"Kebagusan, Jakarta Selatan",418,479,5,5,Tidak,Tidak,10335000000.0
Jakarta Barat,"Tambora, Jakarta Barat",172,300,3,3,Ada,Tidak,5100000000.0
Jakarta Selatan,"Jl Haji Muhi 8                                        Pondok Pinang, Jakarta Selatan",111,180,3,3,Tidak,Tidak,1900000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",345,260,5,5,Tidak,Tidak,9500000000.0
Jakarta Barat,"Joglo, Jakarta Barat",341,170,5,3,Tidak,Tidak,2400000000.0
Jakarta Barat,"Kembangan, Jakarta Barat",200,250,4,4,Tidak,Tidak,2000000000.0
Jakarta Selatan,"SetiaBudi, Jakarta Selatan",403,320,4,3,Tidak,Tidak,5500000000.0
Jakarta Barat,"Jalan Jeruk Mas Barat I                                        Kebon Jeruk, Jakarta Barat",426,500,4,4,Tidak,Tidak,8500000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan",1198,600,4,4,Tidak,Tidak,27000000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",617,600,4,4,Tidak,Tidak,16800000000.0
Jakarta Barat,". Jl. Peta Timur                                        Kalideres, Jakarta Barat",136,175,3,3,Tidak,Tidak,2200000000.0
Jakarta Selatan,"Ragunan, Jakarta Selatan",688,300,5,3,Tidak,Tidak,8700000000.0
Jakarta Barat,"Jalan Penyelesaian Tomang II                                        Meruya, Jakarta Barat",250,200,3,3,Tidak,Tidak,2800000000.0
Jakarta Utara,"Sunter, Jakarta Utara",342,600,4,3,Ada,Tidak,11000000000.0
Jakarta Utara,"Sunter, Jakarta Utara",1019,1339,3,5,Ada,Tidak,25000000000.0
Jakarta Barat,"Kalideres, Jakarta Barat",60,31,2,1,Ada,Ada,490000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",501,400,4,4,Ada,Ada,42000000000.0
Jakarta Selatan,"Senayan, Jakarta Selatan",712,500,4,4,Ada,Ada,45000000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",640,368,1,4,Tidak,Tidak,30000000000.0
Jakarta Selatan,"Jalan Kalibata Selatan, Jakarta Selatan 12740, Indonesia                                        Kalibata, Jakarta Selatan",270,270,6,3,Ada,Tidak,3500000000.0
Jakarta Barat,"Jalan Salam 3, Jakarta Barat 11540, Indonesia                                        Kebon Jeruk, Jakarta Barat",246,400,4,4,Tidak,Tidak,4500000000.0
Jakarta Selatan,"Jalan Kemang Selatan 11, Jakarta Selatan 12730, Indonesia                                        Kemang, Jakarta Selatan",500,600,6,6,Ada,Tidak,2900000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",152,220,5,5,Tidak,Ada,2500000000.0
Jakarta Barat,"Jalan Kemanggisan Utama 7, Jakarta Barat 11480, Indonesia                                        Kemanggisan, Jakarta Barat",129,238,4,1,Ada,Tidak,3800000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",84,200,4,4,Ada,Tidak,2500000000.0
Jakarta Selatan,"Sudirman, Jakarta Selatan",60,76,3,2,Ada,Ada,999999899.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",69,120,4,4,Tidak,Tidak,1450000000.0
Jakarta Pusat,"Tanah Abang, Jakarta Pusat",60,27,2,1,Ada,Ada,160000000.0
Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",450,330,4,3,Tidak,Tidak,4500000000.0
Jakarta Selatan,"Bintaro                                        Bintaro, Jakarta Selatan",340,380,4,4,Ada,Tidak,11000000000.0
Jakarta Selatan,"Kebagusan, Jakarta Selatan",93,150,4,4,Tidak,Tidak,2750000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",195,290,5,5,Tidak,Tidak,4800000000.0
Jakarta Utara,"Penjaringan, Jakarta Utara",200,196,4,4,Ada,Tidak,6581000000.0
Jakarta Timur,"Pulo Gebang, Jakarta Timur",120,90,2,2,Ada,Tidak,890000000.0
Jakarta Barat,"Jelambar, Jakarta Barat",36,36,3,2,Tidak,Tidak,585000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",50,145,3,3,Tidak,Tidak,1600000000.0
Jakarta Barat,"Jl Kebon Kopi                                         Kebon Jeruk, Jakarta Barat",60,63,3,3,Ada,Ada,628000000.0
Jakarta Barat,"Slipi, Jakarta Barat",72,72,2,1,Tidak,Tidak,1200000000.0
Jakarta Barat,"Jembatan Lima, Jakarta Barat",96,280,2,3,Tidak,Tidak,2450000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",75,100,3,2,Tidak,Tidak,1400000000.0
Jakarta Timur,"Ciracas, Jakarta Timur",40,32,2,2,Ada,Tidak,199000000.0
Jakarta Barat,Jln kembangan utara jak-bar                                        Jakarta Barat,37,37,2,1,Tidak,Tidak,360000000.0
Jakarta Timur,"Pondok Bambu duren sawit Jakarta timur                                        Pondok Bambu, Jakarta Timur",135,150,4,4,Tidak,Tidak,2500000000.0
Jakarta Selatan,"Jl. Bangka Raya                                        Bangka, Jakarta Selatan",90,50,2,1,Tidak,Tidak,1300000000.0
Jakarta Selatan,"Pancoran, Jakarta Selatan",151,120,3,3,Tidak,Tidak,670000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",268,300,3,2,Tidak,Tidak,11500000000.0
Jakarta Barat,"Rawabelong jakarta barat                                        Palmerah, Jakarta Barat",36,72,2,2,Tidak,Tidak,1100000000.0
Jakarta Timur,"Jalan Irigasi Raya, Jakarta Timur, Indonesia                                        Cakung, Jakarta Timur",135,100,3,3,Tidak,Tidak,450000000.0
Jakarta Utara,"Jalan Pluit Kencana 2, Jakarta Utara 14450, Indonesia                                        Pluit, Jakarta Utara",150,350,3,3,Tidak,Tidak,8500000000.0
Jakarta Selatan,"Cipulir, Jakarta Selatan",157,238,4,2,Tidak,Tidak,3800000000.0
Jakarta Selatan,"Pondok Indah, Jakarta Selatan",140,200,5,4,Tidak,Tidak,8250000000.0
Jakarta Timur,"Cibubur Kel., Ciracas, Jakarta, JABODETABEK, Indonesia                                        Ciracas, Jakarta Timur",200,250,5,3,Tidak,Tidak,1500000000.0
Jakarta Selatan,"Jalan Metro Pondok Indah, Jakarta Selatan 12230, Indonesia                                        Pondok Indah, Jakarta Selatan",305,477,3,3,Ada,Tidak,16750000000.0
Jakarta Timur,"Pondok Bambu Kel., Duren Sawit, Jakarta, JABODETABEK, Indonesia                                        Pondok Bambu, Jakarta Timur",100,100,2,2,Ada,Tidak,1200000000.0
Jakarta Timur,"Duren Sawit, Jakarta Timur",173,150,4,4,Tidak,Tidak,2400000000.0
Jakarta Pusat,"Jalan P. Diponegoro, Jakarta Pusat, Indonesia                                        Menteng, Jakarta Pusat",1938,800,4,4,Tidak,Tidak,225000000000.0
Jakarta Selatan,"Jl. Mujair 1, Bambu Apus, Kec. Pamulang, Kota Tangerang Selatan, Banten 15415                                        TB Simatupang, Jakarta Selatan",60,55,3,2,Ada,Ada,600000000.0
Jakarta Timur,"Jatinegara, Jakarta Timur",50,40,2,1,Ada,Ada,350000000.0
Jakarta Selatan,"Pesanggrahan, Jakarta Selatan",81,50,2,2,Tidak,Tidak,1100000000.0
Jakarta Barat,"Kedoya, Jakarta Barat",42,110,3,3,Tidak,Tidak,1390000000.0
Jakarta Barat,"Duri Kepa, Jakarta Barat",78,120,3,3,Tidak,Tidak,1400000000.0
Jakarta Selatan,"Pasar Minggu, Jakarta Selatan",241,225,5,5,Tidak,Tidak,3600000000.0
Jakarta Timur,"Pasar Rebo, Jakarta Timur",60,96,3,3,Ada,Ada,2000000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",150,209,4,4,Tidak,Tidak,5200000000.0
Jakarta Selatan,"Cilandak, Jakarta Selatan, JABODETABEK, Indonesia                                        Cilandak, Jakarta Selatan",500,550,5,5,Ada,Tidak,11000000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",131,200,4,4,Ada,Ada,3300000000.0
Jakarta Selatan,"Jalan Banjar Sari 2, Jakarta Selatan 12430, Indonesia                                        Fatmawati, Jakarta Selatan",154,125,3,3,Ada,Tidak,4100000000.0
Jakarta Selatan,"Lebak bulus Jakarta Selatan                                        Lebak Bulus, Jakarta Selatan",600,1080,9,9,Ada,Ada,19500000000.0
Jakarta Selatan,"Cilandak Timur, Jakarta Selatan",40,32,2,2,Ada,Tidak,199000000.0
Jakarta Timur,"Ciracas, Jakarta Timur",56,56,2,1,Ada,Tidak,265000000.0
Jakarta Selatan,"Pancoran, Jakarta Selatan",72,78,3,3,Ada,Ada,990000000.0
Jakarta Utara,"Kelapa Gading Barat, Jakarta Utara",102,171,3,2,Tidak,Tidak,1900000000.0
Jakarta Selatan,"Cilodong, Depok, JABODETABEK, Indonesia                                        Jagakarsa, Jakarta Selatan",73,42,2,2,Ada,Ada,674000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",31,30,2,1,Tidak,Tidak,175000000.0
Jakarta Selatan,"Kebayoran Baru, Jakarta Selatan",250,500,7,5,Tidak,Tidak,16000000000.0
Jakarta Timur,"Cipayung, Jakarta Timur",40,30,2,1,Tidak,Tidak,500000000.0
Jakarta Barat,"Jelambar, Jakarta Barat",60,63,3,3,Ada,Ada,628000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",72,56,3,2,Tidak,Tidak,675000000.0
Jakarta Barat,"Kebon Jeruk, Jakarta Barat",40,80,3,2,Tidak,Tidak,850000000.0
Jakarta Barat,"Kalideres, Jakarta Barat",30,52,2,2,Tidak,Tidak,737000000.0
Jakarta Selatan,"Jl. Rambutan, Pejaten, Jakarta Selatan, DKI Jakarta                                        Pejaten, Jakarta Selatan",164,212,4,3,Ada,Tidak,5200000000.0
Jakarta Selatan,"Kemang, Jakarta Selatan",925,498,3,3,Tidak,Tidak,9000000000.0
Jakarta Barat,"pal merah utara                                        Palmerah, Jakarta Barat",40,71,3,3,Ada,Tidak,1414000000.0
Jakarta Pusat,"Tanah Abang, Jakarta Pusat",132,300,5,5,Tidak,Tidak,4400000000.0
Jakarta Utara,"Jln. Sindang Kel. Koja                                        Koja, Jakarta Utara",77,55,2,1,Tidak,Tidak,1200000000.0
Jakarta Utara,"Sunter, Jakarta Utara",240,360,5,4,Tidak,Tidak,6000000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",79,90,3,2,Tidak,Tidak,880000000.0
Jakarta Selatan,"Jl Cibeuntang Muara                                        Casablanca, Jakarta Selatan",65,32,2,2,Ada,Ada,270000000.0
Jakarta Pusat,"Menteng, Jakarta Pusat",1585,1585,9,9,Tidak,Tidak,70000000000.0
Jakarta Timur,"Pondok Kelapa, Jakarta Timur",90,110,3,3,Ada,Tidak,1500000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",40,45,2,2,Tidak,Tidak,499000000.0
Jakarta Selatan,"Pondok Pinang Kel., Kebayoran Lama, Jakarta Selatan, JABODETABEK, Indonesia                                        Pondok Pinang, Jakarta Selatan",150,80,2,2,Tidak,Tidak,1800000000.0
Jakarta Selatan,"kemang jakarta selatan                                        Kemang, Jakarta Selatan",432,1000,4,3,Ada,Tidak,17000000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan",131,200,4,4,Tidak,Tidak,3300000000.0
Jakarta Selatan,"Kemang Jaksel                                        Kemang, Jakarta Selatan",472,650,4,3,Tidak,Tidak,16500000000.0
Jakarta Selatan,"Kebayoran Lama, Jakarta Selatan",125,250,5,3,Tidak,Tidak,4500000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",236,195,5,5,Tidak,Tidak,7000000000.0
Jakarta Selatan,"Tebet, Jakarta Selatan",132,128,4,4,Tidak,Tidak,3200000000.0
Jakarta Selatan,"Pesanggrahan                                         Pesanggrahan, Jakarta Selatan",60,46,2,2,Ada,Tidak,1375000000.0
Jakarta Timur,"Cibubur, Jakarta Timur",77,113,3,3,Tidak,Tidak,1350000000.0
Jakarta Selatan,"Jagakarsa, Jakarta Selatan                                        Jagakarsa, Jakarta Selatan",210,320,4,4,Tidak,Tidak,3500000000.0
Jakarta Timur,"Jalan Pisangan Lama 3, Jakarta Timur 13230, Indonesia                                        Kayu Manis, Jakarta Timur",132,110,4,2,Ada,Tidak,800000000.0
Jakarta Selatan,"Jl Lele Raya No 6 bambu Apus Pamulang Tangerang Selatan                                        Bintaro, Jakarta Selatan",147,88,3,3,Ada,Ada,979000000.0
Jakarta Timur,"Cililitan, Jakarta Timur",70,70,2,1,Ada,Tidak,235000000.0
Jakarta Utara,"Indonesia, Jakarta Utara, Jalan Danau Sunter Utara                                        Sunter, Jakarta Utara",90,180,5,5,Tidak,Tidak,2400000000.0
Jakarta Selatan,"Kebayoran baru Jakarta Selatan                                        Kebayoran Baru, Jakarta Selatan",280,300,7,7,Tidak,Tidak,18000000000.0
Jakarta Utara,"Sunter Mas                                        Sunter, Jakarta Utara",144,172,4,4,Tidak,Tidak,3500000000.0
Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",120,246,4,4,Tidak,Tidak,5500000000.0
Jakarta Selatan,"jl.saharjo,menteng,tebet,jakarta selatan                                        Tebet, Jakarta Selatan",110,260,6,6,Ada,Ada,4500000000.0
